Student Number,Gender,Race Ethnicity,Parental Education,Lunch,Test Preparation,Math Score,Reading Score,Writing Score,Science Score,Total Score,Grade
std-7640,Female,group B,some college,0,0,68,39,86,75,268,B
std-7641,Female,group D,some college,0,0,98,63,100,79,340,A
std-7642,Female,group B,high school,1,0,52,81,72,67,272,B
std-7643,Female,group C,some college,1,1,38,91,71,93,293,B
std-7644,Female,group A,high school,1,1,100,100,75,40,315,B
std-7645,Female,group E,high school,1,0,48,53,84,76,261,B
std-7646,Female,group A,bachelor's degree,0,1,30,47,54,55,186,D
std-7647,Female,group B,associate's degree,0,0,29,69,57,82,237,C
std-7648,Female,group A,some college,1,1,78,88,99,99,364,A
std-7649,Female,group C,some high school,1,0,66,100,64,33,263,B
std-7650,Female,group C,some college,0,1,66,67,100,45,278,B
std-7651,Female,group C,some high school,1,0,97,94,91,49,331,A
std-7652,Female,group A,some high school,1,0,92,82,70,55,299,B
std-7653,Female,group D,some college,0,0,48,59,99,95,301,B
std-7654,Female,group B,some high school,1,0,46,62,78,60,246,C
std-7655,Female,group E,some high school,0,0,47,53,86,60,246,C
std-7656,Female,group D,associate's degree,1,1,27,64,96,66,253,B
std-7657,Female,group E,associate's degree,0,0,73,76,60,48,257,B
std-7658,Female,group C,high school,1,0,68,80,91,61,300,B
std-7659,Female,group D,some high school,1,1,58,77,82,25,242,C
std-7660,Female,group C,some college,1,0,76,66,49,79,270,B
std-7661,Female,group C,high school,1,1,84,59,60,61,264,B
std-7662,Female,group D,high school,1,0,88,80,50,54,272,B
std-7663,Female,group C,some high school,1,0,79,44,76,29,228,C
std-7664,Female,group B,some high school,1,0,56,56,77,63,252,B
std-7665,Female,group C,some college,0,1,56,52,73,37,218,C
std-7666,Female,group D,some college,1,0,85,60,82,54,281,B
std-7667,Female,group C,master's degree,1,0,57,68,80,92,297,B
std-7668,Female,group E,some college,1,0,84,63,58,46,251,B
std-7669,Female,group C,master's degree,0,0,48,64,78,78,268,B
std-7670,Female,group E,associate's degree,0,1,62,89,52,59,262,B
std-7671,Female,group D,associate's degree,0,0,65,90,59,37,251,B
std-7672,Female,group D,high school,1,0,92,76,94,90,352,A
std-7673,Female,group C,some high school,0,0,58,96,48,49,251,B
std-7674,Female,group C,some high school,1,0,86,85,79,69,319,B
std-7675,Female,group C,associate's degree,0,1,55,71,77,47,250,B
std-7676,Female,group C,some high school,1,0,56,94,63,74,287,B
std-7677,Female,group D,some high school,1,1,56,33,100,100,289,B
std-7678,Female,group A,master's degree,1,1,59,79,70,41,249,C
std-7679,Female,group E,bachelor's degree,0,0,63,75,80,72,290,B
std-7680,Female,group B,bachelor's degree,0,0,61,66,100,38,265,B
std-7681,Female,group A,some college,1,0,44,96,79,99,318,B
std-7682,Female,group D,associate's degree,0,0,61,71,100,44,276,B
std-7683,Female,group B,some high school,1,1,81,64,100,98,343,A
std-7684,Female,group C,some college,1,1,67,65,57,60,249,C
std-7685,Female,group E,high school,1,1,98,66,61,71,296,B
std-7686,Female,group E,some high school,0,1,85,62,60,63,270,B
std-7687,Female,group C,some high school,0,1,42,71,94,48,255,B
std-7688,Female,group B,master's degree,1,1,66,62,57,83,268,B
std-7689,Female,group B,bachelor's degree,1,0,37,74,51,40,202,C
std-7690,Female,group D,bachelor's degree,1,0,29,59,93,73,254,B
std-7691,Female,group C,some college,0,1,55,75,46,46,222,C
std-7692,Female,group C,some high school,1,0,76,37,74,66,253,B
std-7693,Female,group C,some college,0,1,85,23,79,60,247,C
std-7694,Female,group C,high school,1,0,27,61,82,71,241,C
std-7695,Female,group C,bachelor's degree,1,1,60,47,74,80,261,B
std-7696,Female,group D,high school,1,0,58,55,98,75,286,B
std-7697,Female,group D,associate's degree,1,0,82,78,51,50,261,B
std-7698,Female,group D,some college,0,0,54,84,79,39,256,B
std-7699,Female,group E,bachelor's degree,0,1,77,54,97,27,255,B
std-7700,Female,group B,some high school,1,0,52,31,89,66,238,C
std-7701,Female,group C,some college,1,0,75,97,79,54,305,B
std-7702,Female,group A,high school,1,0,55,80,73,54,262,B
std-7703,Female,group B,some high school,1,0,61,100,70,65,296,B
std-7704,Female,group C,high school,1,1,73,51,92,71,287,B
std-7705,Female,group B,bachelor's degree,0,1,67,100,41,28,236,C
std-7706,Female,group B,associate's degree,1,0,84,70,85,71,310,B
std-7707,Female,group A,some college,1,1,91,74,88,65,318,B
std-7708,Female,group B,some college,1,1,96,54,53,96,299,B
std-7709,Female,group A,some high school,1,1,64,85,86,70,305,B
std-7710,Female,group C,some high school,0,0,69,88,80,71,308,B
std-7711,Female,group C,some high school,1,0,64,73,88,66,291,B
std-7712,Female,group D,some college,1,0,92,88,95,85,360,A
std-7713,Female,group B,associate's degree,1,0,69,69,70,62,270,B
std-7714,Female,group D,high school,1,0,38,92,50,49,229,C
std-7715,Female,group B,high school,0,1,47,78,98,64,287,B
std-7716,Female,group E,high school,1,0,72,100,62,85,319,B
std-7717,Female,group E,some college,1,0,51,54,77,98,280,B
std-7718,Female,group A,high school,1,1,78,52,75,84,289,B
std-7719,Female,group C,some college,0,1,62,62,55,46,225,C
std-7720,Female,group C,associate's degree,1,0,67,66,49,67,249,C
std-7721,Female,group D,some college,1,0,73,41,81,43,238,C
std-7722,Female,group D,some high school,1,0,65,77,68,93,303,B
std-7723,Female,group E,some high school,1,0,100,46,65,59,270,B
std-7724,Female,group B,high school,1,1,28,79,99,91,297,B
std-7725,Female,group D,master's degree,1,1,78,66,100,86,330,A
std-7726,Female,group B,some high school,0,1,72,51,61,77,261,B
std-7727,Female,group C,high school,1,0,86,46,72,58,262,B
std-7728,Female,group C,some high school,1,0,73,47,77,87,284,B
std-7729,Female,group B,some college,1,0,50,66,78,67,261,B
std-7730,Female,group D,associate's degree,1,1,54,63,63,58,238,C
std-7731,Female,group D,some college,1,1,27,46,85,72,230,C
std-7732,Female,group A,some high school,1,1,72,85,75,62,294,B
std-7733,Female,group B,associate's degree,1,0,74,73,73,49,269,B
std-7734,Female,group C,master's degree,0,0,43,62,64,82,251,B
std-7735,Female,group E,high school,1,1,68,99,88,61,316,B
std-7736,Female,group C,some high school,1,1,71,55,66,100,292,B
std-7737,Female,group B,high school,0,0,75,66,89,75,305,B
std-7738,Female,group C,high school,1,0,90,76,80,97,343,A
std-7739,Female,group B,some high school,1,0,34,85,33,70,222,C
std-7740,Female,group D,bachelor's degree,1,0,67,87,40,82,276,B
std-7741,Female,group C,some college,1,1,73,63,64,84,284,B
std-7742,Female,group D,master's degree,1,1,36,100,76,60,272,B
std-7743,Female,group D,high school,0,1,74,54,95,76,299,B
std-7744,Female,group D,associate's degree,1,0,58,100,60,70,288,B
std-7745,Female,group B,some college,1,0,56,100,96,74,326,A
std-7746,Female,group B,high school,0,0,76,73,79,60,288,B
std-7747,Female,group D,high school,1,1,45,75,43,53,216,C
std-7748,Female,group B,high school,1,1,59,72,66,68,265,B
std-7749,Female,group B,high school,1,1,64,71,81,63,279,B
std-7750,Female,group E,some college,1,0,33,72,66,88,259,B
std-7751,Female,group C,some high school,1,0,38,49,69,71,227,C
std-7752,Female,group B,some college,1,0,78,71,44,84,277,B
std-7753,Female,group D,bachelor's degree,1,0,74,91,72,73,310,B
std-7754,Female,group B,associate's degree,1,1,57,82,82,64,285,B
std-7755,Female,group C,associate's degree,0,0,76,100,73,78,327,A
std-7756,Female,group D,some college,0,0,55,62,72,71,260,B
std-7757,Female,group D,some college,1,0,59,74,66,50,249,C
std-7758,Female,group C,associate's degree,1,1,36,36,95,68,235,C
std-7759,Female,group D,some college,1,0,66,90,90,76,322,A
std-7760,Female,group A,bachelor's degree,0,0,64,46,97,38,245,C
std-7761,Female,group C,some high school,1,0,51,100,86,98,335,A
std-7762,Female,group E,some college,1,0,61,57,74,65,257,B
std-7763,Female,group D,associate's degree,1,0,27,70,100,80,277,B
std-7764,Female,group D,some college,0,0,100,96,63,48,307,B
std-7765,Female,group A,high school,0,0,44,63,69,69,245,C
std-7766,Female,group B,bachelor's degree,0,1,66,100,69,93,328,A
std-7767,Female,group E,some high school,1,1,61,100,93,66,320,A
std-7768,Female,group E,associate's degree,1,1,67,69,75,94,305,B
std-7769,Female,group B,some college,1,1,50,46,78,74,248,C
std-7770,Female,group A,associate's degree,1,1,83,40,92,74,289,B
std-7771,Female,group C,bachelor's degree,1,0,69,60,98,84,311,B
std-7772,Female,group D,some high school,1,0,88,80,52,64,284,B
std-7773,Female,group B,master's degree,1,1,29,35,66,77,207,C
std-7774,Female,group C,associate's degree,1,0,62,30,63,81,236,C
std-7775,Female,group B,bachelor's degree,0,0,57,69,58,70,254,B
std-7776,Female,group C,some college,0,0,57,67,83,26,233,C
std-7777,Female,group E,some high school,0,1,27,65,70,59,221,C
std-7778,Female,group D,some high school,1,0,65,74,100,90,329,A
std-7779,Female,group A,some college,1,0,50,78,79,72,279,B
std-7780,Female,group A,some college,1,1,30,89,69,100,288,B
std-7781,Female,group A,high school,1,0,56,93,64,83,296,B
std-7782,Female,group D,some high school,1,0,62,44,100,79,285,B
std-7783,Female,group E,some college,1,1,89,50,83,80,302,B
std-7784,Female,group E,some college,1,0,56,92,63,77,288,B
std-7785,Female,group C,associate's degree,1,1,34,60,79,66,239,C
std-7786,Female,group E,some college,1,1,85,77,77,88,327,A
std-7787,Female,group B,high school,1,0,57,56,80,73,266,B
std-7788,Female,group E,some college,1,1,71,53,94,64,282,B
std-7789,Female,group C,high school,1,1,75,66,86,61,288,B
std-7790,Female,group E,some high school,1,0,75,82,87,40,284,B
std-7791,Female,group C,some high school,1,1,81,49,34,70,234,C
std-7792,Female,group C,some high school,1,0,82,67,68,57,274,B
std-7793,Female,group C,some high school,1,0,73,57,46,77,253,B
std-7794,Female,group C,associate's degree,1,1,70,28,81,48,227,C
std-7795,Female,group C,bachelor's degree,1,1,36,67,42,75,220,C
std-7796,Female,group A,associate's degree,1,0,70,80,52,78,280,B
std-7797,Female,group B,associate's degree,1,0,82,83,86,61,312,B
std-7798,Female,group E,high school,1,0,52,31,97,61,241,C
std-7799,Female,group C,high school,1,1,27,42,71,71,211,C
std-7800,Female,group C,master's degree,1,0,27,74,100,68,269,B
std-7801,Female,group E,some high school,0,1,30,60,91,86,267,B
std-7802,Female,group D,high school,1,1,69,43,96,67,275,B
std-7803,Female,group B,bachelor's degree,1,1,58,91,92,81,322,A
std-7804,Female,group B,some high school,0,0,59,85,81,81,306,B
std-7805,Female,group D,high school,0,0,54,82,65,60,261,B
std-7806,Female,group D,some high school,1,0,85,36,73,84,278,B
std-7807,Female,group A,some college,1,0,53,80,72,51,256,B
std-7808,Female,group D,some high school,0,0,46,49,80,76,251,B
std-7809,Female,group D,high school,1,1,43,92,73,87,295,B
std-7810,Female,group D,high school,1,0,94,24,87,47,252,B
std-7811,Female,group B,bachelor's degree,1,1,79,23,99,76,277,B
std-7812,Female,group D,some college,1,0,62,93,81,85,321,A
std-7813,Female,group E,high school,1,0,74,88,74,79,315,B
std-7814,Female,group C,associate's degree,1,1,33,65,78,90,266,B
std-7815,Female,group C,associate's degree,1,0,55,96,40,84,275,B
std-7816,Female,group D,some high school,1,0,37,89,86,76,288,B
std-7817,Female,group C,high school,0,1,70,63,73,79,285,B
std-7818,Female,group E,high school,1,1,27,80,49,66,222,C
std-7819,Female,group D,some high school,1,0,41,75,85,67,268,B
std-7820,Female,group C,high school,1,1,95,74,98,66,333,A
std-7821,Female,group B,associate's degree,1,1,56,42,93,87,278,B
std-7822,Female,group C,master's degree,0,0,58,88,49,77,272,B
std-7823,Female,group D,bachelor's degree,1,1,28,23,57,53,161,D
std-7824,Female,group B,some high school,0,0,64,75,72,75,286,B
std-7825,Female,group D,associate's degree,1,1,78,58,92,32,260,B
std-7826,Female,group B,some college,1,0,69,60,62,51,242,C
std-7827,Female,group D,some college,0,0,73,62,100,90,325,A
std-7828,Female,group E,associate's degree,1,1,72,35,65,70,242,C
std-7829,Female,group C,high school,1,0,47,61,70,64,242,C
std-7830,Female,group D,bachelor's degree,1,1,76,51,84,47,258,B
std-7831,Female,group E,master's degree,0,0,75,70,69,61,275,B
std-7832,Female,group B,some college,1,1,61,88,98,69,316,B
std-7833,Female,group C,associate's degree,1,0,100,80,100,83,363,A
std-7834,Female,group D,some college,1,0,61,79,42,63,245,C
std-7835,Female,group C,high school,1,1,74,67,78,86,305,B
std-7836,Female,group C,some college,0,1,78,44,73,61,256,B
std-7837,Female,group C,master's degree,0,0,67,84,72,62,285,B
std-7838,Female,group D,bachelor's degree,0,0,27,59,76,69,231,C
std-7839,Female,group A,some high school,1,1,38,85,53,66,242,C
std-7840,Female,group D,associate's degree,0,0,52,57,77,46,232,C
std-7841,Female,group C,some college,0,1,47,79,98,66,290,B
std-7842,Female,group D,some high school,0,1,31,60,65,77,233,C
std-7843,Female,group C,some high school,1,1,54,39,62,76,231,C
std-7844,Female,group D,some high school,0,0,58,78,77,47,260,B
std-7845,Female,group E,associate's degree,1,0,69,45,49,65,228,C
std-7846,Female,group E,some college,0,0,87,53,46,85,271,B
std-7847,Female,group B,associate's degree,0,0,28,62,45,50,185,D
std-7848,Female,group C,high school,1,0,80,92,61,83,316,B
std-7849,Female,group D,some college,1,0,88,78,96,63,325,A
std-7850,Female,group B,associate's degree,1,1,100,88,85,63,336,A
std-7851,Female,group C,associate's degree,1,1,37,55,35,61,188,D
std-7852,Female,group E,associate's degree,1,0,78,100,81,59,318,B
std-7853,Female,group E,some high school,1,1,66,50,86,34,236,C
std-7854,Female,group E,associate's degree,1,0,79,69,56,66,270,B
std-7855,Female,group E,some high school,1,0,27,86,95,61,269,B
std-7856,Female,group A,associate's degree,0,0,84,88,75,48,295,B
std-7857,Female,group C,master's degree,1,1,33,80,68,66,247,C
std-7858,Female,group B,associate's degree,1,1,62,76,87,68,293,B
std-7859,Female,group D,high school,1,0,28,71,100,66,265,B
std-7860,Female,group C,associate's degree,1,0,54,41,55,32,182,D
std-7861,Female,group C,associate's degree,0,1,40,100,20,92,252,B
std-7862,Female,group B,associate's degree,1,0,74,69,67,66,276,B
std-7863,Female,group C,high school,1,0,27,79,100,77,283,B
std-7864,Female,group E,high school,1,0,63,94,58,70,285,B
std-7865,Female,group C,associate's degree,0,1,30,36,80,96,242,C
std-7866,Female,group C,associate's degree,1,1,100,53,57,88,298,B
std-7867,Female,group B,some college,1,1,40,63,76,63,242,C
std-7868,Female,group B,high school,1,0,73,56,71,37,237,C
std-7869,Female,group E,associate's degree,1,0,67,76,44,94,281,B
std-7870,Female,group D,high school,0,0,34,46,88,77,245,C
std-7871,Female,group C,bachelor's degree,1,1,69,30,57,83,239,C
std-7872,Female,group D,some college,1,1,87,40,93,90,310,B
std-7873,Female,group C,high school,0,1,64,93,84,64,305,B
std-7874,Female,group C,some college,0,1,59,23,79,59,220,C
std-7875,Female,group E,some high school,1,1,71,74,76,77,298,B
std-7876,Female,group B,some high school,1,0,100,42,100,87,329,A
std-7877,Female,group C,some college,1,0,73,64,85,71,293,B
std-7878,Female,group C,some college,1,0,63,100,64,55,282,B
std-7879,Female,group B,some high school,0,1,79,58,79,78,294,B
std-7880,Female,group C,some high school,0,1,79,85,60,54,278,B
std-7881,Female,group D,high school,1,0,67,61,74,79,281,B
std-7882,Female,group E,associate's degree,0,0,97,81,99,70,347,A
std-7883,Female,group D,associate's degree,0,1,52,86,71,51,260,B
std-7884,Female,group C,some college,1,0,90,45,67,100,302,B
std-7885,Female,group E,some college,1,1,37,88,75,94,294,B
std-7886,Female,group D,high school,0,0,91,100,84,59,334,A
std-7887,Female,group A,some college,0,0,50,68,100,51,269,B
std-7888,Female,group D,high school,0,0,60,72,97,61,290,B
std-7889,Female,group D,high school,1,1,67,40,75,50,232,C
std-7890,Female,group D,high school,0,0,78,73,61,65,277,B
std-7891,Female,group A,associate's degree,1,0,50,84,39,66,239,C
std-7892,Female,group D,bachelor's degree,1,1,81,84,100,81,346,A
std-7893,Female,group C,associate's degree,0,1,87,60,95,83,325,A
std-7894,Female,group C,master's degree,1,1,46,76,68,72,262,B
std-7895,Female,group C,some college,0,0,58,67,67,74,266,B
std-7896,Female,group C,associate's degree,1,1,57,52,85,73,267,B
std-7897,Female,group D,associate's degree,1,0,67,60,60,85,272,B
std-7898,Female,group C,some high school,1,0,29,58,50,64,201,C
std-7899,Female,group A,some college,1,1,56,71,100,71,298,B
std-7900,Female,group D,master's degree,1,1,38,91,79,98,306,B
std-7901,Female,group D,bachelor's degree,1,0,60,75,74,76,285,B
std-7902,Female,group C,some high school,1,0,27,46,85,63,221,C
std-7903,Female,group A,some high school,1,0,60,78,96,56,290,B
std-7904,Female,group A,some high school,1,1,74,53,75,90,292,B
std-7905,Female,group C,high school,1,0,75,71,85,77,308,B
std-7906,Female,group D,high school,1,1,65,77,100,35,277,B
std-7907,Female,group B,high school,1,0,62,84,61,71,278,B
std-7908,Female,group E,high school,0,0,62,75,85,80,302,B
std-7909,Female,group E,associate's degree,1,1,34,78,100,50,262,B
std-7910,Female,group D,associate's degree,1,1,58,83,84,50,275,B
std-7911,Female,group B,some college,1,0,35,70,100,90,295,B
std-7912,Female,group E,master's degree,0,1,75,84,100,42,301,B
std-7913,Female,group D,bachelor's degree,1,1,68,95,73,88,324,A
std-7914,Female,group A,some college,1,1,56,30,100,91,277,B
std-7915,Female,group D,some college,1,1,73,43,65,37,218,C
std-7916,Female,group D,some college,0,1,65,52,85,89,291,B
std-7917,Female,group C,associate's degree,1,1,69,72,88,51,280,B
std-7918,Female,group E,bachelor's degree,1,0,62,51,71,41,225,C
std-7919,Female,group E,some college,0,0,70,86,99,73,328,A
std-7920,Female,group C,some high school,1,0,70,91,57,46,264,B
std-7921,Female,group E,high school,0,1,73,28,39,66,206,C
std-7922,Female,group E,some high school,1,0,57,96,76,82,311,B
std-7923,Female,group D,some college,1,0,70,86,53,78,287,B
std-7924,Female,group E,high school,1,1,47,85,58,99,289,B
std-7925,Female,group A,high school,1,0,27,45,74,92,238,C
std-7926,Female,group D,associate's degree,1,1,41,89,94,67,291,B
std-7927,Female,group C,some college,0,1,61,73,78,58,270,B
std-7928,Female,group D,some college,1,0,53,80,79,96,308,B
std-7929,Female,group C,some high school,0,1,54,62,85,43,244,C
std-7930,Female,group A,high school,1,1,30,87,82,79,278,B
std-7931,Female,group D,master's degree,0,0,92,87,97,44,320,A
std-7932,Female,group D,associate's degree,0,1,77,36,100,50,263,B
std-7933,Female,group E,bachelor's degree,1,0,53,57,75,56,241,C
std-7934,Female,group C,bachelor's degree,1,1,57,63,97,74,291,B
std-7935,Female,group C,bachelor's degree,0,0,69,65,95,37,266,B
std-7936,Female,group A,high school,1,1,60,80,98,66,304,B
std-7937,Female,group C,high school,1,0,75,51,87,79,292,B
std-7938,Female,group D,some college,1,1,73,72,86,76,307,B
std-7939,Female,group D,master's degree,0,0,67,50,77,33,227,C
std-7940,Female,group D,high school,0,0,71,42,86,53,252,B
std-7941,Female,group A,some college,1,0,55,43,66,70,234,C
std-7942,Female,group A,bachelor's degree,0,0,83,67,96,72,318,B
std-7943,Female,group B,bachelor's degree,1,0,86,31,82,69,268,B
std-7944,Female,group A,some high school,1,1,56,72,67,64,259,B
std-7945,Female,group B,some high school,1,1,63,91,94,85,333,A
std-7946,Female,group C,some college,1,0,53,77,70,83,283,B
std-7947,Female,group D,high school,1,0,82,75,100,79,336,A
std-7948,Female,group A,high school,1,0,56,60,61,70,247,C
std-7949,Female,group E,some college,1,1,30,96,82,72,280,B
std-7950,Female,group B,high school,1,1,63,77,69,81,290,B
std-7951,Female,group E,some college,1,1,61,90,51,67,269,B
std-7952,Female,group C,master's degree,0,0,27,92,91,71,281,B
std-7953,Female,group C,associate's degree,1,0,91,68,92,84,335,A
std-7954,Female,group C,some college,1,1,50,63,95,83,291,B
std-7955,Female,group A,some high school,1,0,76,81,48,71,276,B
std-7956,Female,group D,associate's degree,1,1,51,99,72,72,294,B
std-7957,Female,group D,bachelor's degree,0,0,55,52,58,26,191,D
std-7958,Female,group C,some college,1,0,33,69,64,86,252,B
std-7959,Female,group D,associate's degree,1,0,67,77,70,48,262,B
std-7960,Female,group B,high school,0,0,100,60,86,31,277,B
std-7961,Female,group E,some college,1,0,71,84,54,51,260,B
std-7962,Female,group C,some high school,0,1,70,23,77,52,222,C
std-7963,Female,group D,master's degree,0,1,74,100,46,79,299,B
std-7964,Female,group B,master's degree,0,1,68,100,67,78,313,B
std-7965,Female,group D,some college,0,0,55,100,34,61,250,B
std-7966,Female,group D,some high school,1,1,50,68,60,60,238,C
std-7967,Female,group D,some college,1,0,52,60,89,50,251,B
std-7968,Female,group B,some college,0,0,27,87,74,45,233,C
std-7969,Female,group D,some high school,1,1,29,49,64,53,195,D
std-7970,Female,group E,high school,1,1,88,76,80,98,342,A
std-7971,Female,group D,associate's degree,0,0,58,70,79,37,244,C
std-7972,Female,group A,some high school,1,1,70,66,62,99,297,B
std-7973,Female,group D,some college,1,0,97,100,88,63,348,A
std-7974,Female,group E,some college,0,0,83,73,91,72,319,B
std-7975,Female,group D,bachelor's degree,0,0,56,73,86,77,292,B
std-7976,Female,group E,associate's degree,0,0,73,47,91,59,270,B
std-7977,Female,group D,some college,1,0,75,83,72,100,330,A
std-7978,Female,group A,high school,1,0,51,53,86,52,242,C
std-7979,Female,group E,high school,1,1,51,92,79,61,283,B
std-7980,Female,group E,some college,0,0,91,62,63,42,258,B
std-7981,Female,group C,bachelor's degree,1,1,32,69,80,73,254,B
std-7982,Female,group C,associate's degree,0,1,38,44,100,56,238,C
std-7983,Female,group A,some college,1,1,92,62,100,51,305,B
std-7984,Female,group D,some college,1,0,83,70,83,72,308,B
std-7985,Female,group C,associate's degree,1,0,74,70,97,63,304,B
std-7986,Female,group C,high school,1,1,41,100,75,90,306,B
std-7987,Female,group A,some high school,0,0,46,59,89,46,240,C
std-7988,Female,group A,associate's degree,1,0,40,72,69,79,260,B
std-7989,Female,group C,high school,1,0,92,59,95,93,339,A
std-7990,Female,group E,some high school,1,0,59,47,89,59,254,B
std-7991,Female,group D,some high school,0,0,75,70,68,69,282,B
std-7992,Female,group B,master's degree,0,0,74,99,61,68,302,B
std-7993,Female,group D,bachelor's degree,1,0,90,45,99,86,320,A
std-7994,Female,group B,associate's degree,0,0,89,76,77,78,320,A
std-7995,Female,group B,bachelor's degree,1,1,91,79,51,88,309,B
std-7996,Female,group B,some high school,1,0,58,82,81,90,311,B
std-7997,Female,group B,some college,0,0,58,69,56,58,241,C
std-7998,Female,group C,some college,1,0,72,62,100,51,285,B
std-7999,Female,group C,some high school,0,1,33,75,72,47,227,C
std-8000,Female,group A,some college,1,1,84,52,81,69,286,B
std-8001,Female,group D,high school,1,0,78,82,45,64,269,B
std-8002,Female,group C,associate's degree,1,0,31,57,74,61,223,C
std-8003,Female,group E,high school,0,0,47,39,60,72,218,C
std-8004,Female,group A,bachelor's degree,1,1,70,47,72,40,229,C
std-8005,Female,group C,some college,1,1,63,100,62,88,313,B
std-8006,Female,group D,some college,1,1,39,65,97,94,295,B
std-8007,Female,group C,bachelor's degree,0,0,34,80,70,85,269,B
std-8008,Female,group C,some high school,1,1,82,55,34,32,203,C
std-8009,Female,group C,master's degree,0,0,85,89,100,62,336,A
std-8010,Female,group B,high school,1,0,36,99,68,79,282,B
std-8011,Female,group B,high school,1,0,85,54,91,90,320,A
std-8012,Female,group D,high school,0,1,67,100,60,34,261,B
std-8013,Female,group B,associate's degree,1,1,61,65,89,87,302,B
std-8014,Female,group E,some high school,0,0,63,100,62,53,278,B
std-8015,Female,group D,some college,0,0,66,75,60,64,265,B
std-8016,Female,group C,high school,1,1,27,48,82,88,245,C
std-8017,Female,group C,some college,1,0,71,95,95,83,344,A
std-8018,Female,group C,some college,1,1,27,23,61,92,203,C
std-8019,Female,group E,associate's degree,1,0,77,65,75,77,294,B
std-8020,Female,group C,bachelor's degree,1,1,67,50,39,42,198,D
std-8021,Female,group B,some high school,1,0,47,89,60,39,235,C
std-8022,Female,group E,high school,0,1,69,46,75,91,281,B
std-8023,Female,group C,high school,1,0,74,71,60,45,250,B
std-8024,Female,group C,high school,0,0,70,97,71,84,322,A
std-8025,Female,group A,high school,1,1,64,85,73,84,306,B
std-8026,Female,group C,bachelor's degree,0,0,47,72,99,59,277,B
std-8027,Female,group D,some high school,1,0,63,49,100,79,291,B
std-8028,Female,group D,some high school,1,0,100,51,81,,,B
std-8029,Female,group E,some college,1,0,65,56,,69,270,B
std-8030,Female,group C,associate's degree,0,1,71,63,78,78,290,B
std-8031,Female,group C,high school,1,1,72,,40,65,235,C
std-8032,Female,group C,some high school,1,1,,74,64,75,287,B
std-8033,Female,group D,master's degree,,0,40,75,84,87,286,B
std-8034,Female,group E,associate's degree,1,1,62,83,82,91,318,B
std-8035,Female,,master's degree,1,1,100,98,99,86,383,A
std-8036,,group E,some high school,0,0,67,69,64,39,239,C
std-8037,Female,group A,high school,1,0,75,43,49,94,261,B
std-8038,Female,group D,associate's degree,1,0,65,96,87,49,297,B
std-8039,Female,group D,some college,0,1,64,88,79,83,314,B
std-8040,Female,group B,associate's degree,1,0,52,77,72,81,282,B
std-8041,Female,group D,some college,0,1,27,57,62,70,216,C
std-8042,Female,group C,some high school,1,1,79,81,89,69,318,B
std-8043,Female,group C,master's degree,1,0,56,68,80,89,293,B
std-8044,Female,group C,bachelor's degree,1,0,77,95,83,92,347,A
std-8045,Female,group C,high school,1,0,72,74,80,96,322,A
std-8046,Female,group B,associate's degree,1,1,49,75,82,71,277,B
std-8047,Female,group C,high school,1,0,86,93,47,37,263,B
std-8048,Female,group D,associate's degree,1,1,28,86,100,89,303,B
std-8049,Female,group C,bachelor's degree,1,0,57,65,57,65,244,C
std-8050,Female,group E,some college,1,1,50,93,70,58,271,B
std-8051,Female,group C,high school,0,0,56,91,73,80,300,B
std-8052,Female,group C,associate's degree,1,1,83,63,84,81,311,B
std-8053,Female,group D,bachelor's degree,0,0,63,84,100,90,337,A
std-8054,Female,group B,master's degree,0,0,58,100,61,74,293,B
std-8055,Female,group D,associate's degree,1,1,71,69,88,58,286,B
std-8056,Female,group D,associate's degree,0,0,58,51,68,91,268,B
std-8057,Female,group C,some college,1,0,53,73,88,71,285,B
std-8058,Female,group D,high school,1,1,39,55,68,31,193,D
std-8059,Female,group C,associate's degree,0,0,73,33,52,81,239,C
std-8060,Female,group D,associate's degree,1,1,87,46,71,74,278,B
std-8061,Female,group C,associate's degree,1,0,80,46,71,87,284,B
std-8062,Female,group A,some college,1,0,57,73,61,37,228,C
std-8063,Female,group D,associate's degree,1,0,75,45,89,43,252,B
std-8064,Female,group D,high school,1,0,70,76,75,42,263,B
std-8065,Female,group B,associate's degree,1,0,55,71,88,60,274,B
std-8066,Female,group D,high school,1,1,75,26,38,62,201,C
std-8067,Female,group C,associate's degree,0,1,62,69,84,57,272,B
std-8068,Female,group D,bachelor's degree,1,1,53,65,85,97,300,B
std-8069,Female,group D,some college,1,0,58,83,80,48,269,B
std-8070,Female,group D,some college,1,0,60,39,86,54,239,C
std-8071,Female,group A,some college,1,0,69,81,65,62,277,B
std-8072,Female,group C,some high school,1,1,71,81,58,88,298,B
std-8073,Female,group B,bachelor's degree,1,1,45,53,81,60,239,C
std-8074,Female,group B,some high school,1,0,68,73,81,88,310,B
std-8075,Female,group A,master's degree,0,0,72,88,89,90,339,A
std-8076,Female,group C,some high school,1,0,60,66,91,68,285,B
std-8077,Female,group C,some college,1,0,54,76,64,87,281,B
std-8078,Female,group D,master's degree,1,0,66,68,70,41,245,C
std-8079,Female,group E,master's degree,1,1,55,62,62,86,265,B
std-8080,Female,group B,associate's degree,1,0,31,85,100,39,255,B
std-8081,Female,group C,high school,1,0,72,61,54,83,270,B
std-8082,Female,group C,associate's degree,0,0,88,89,69,62,308,B
